IdProd	IdEleve	IdClasse	Niv	LongProd	IdTokNorm	Lemme	Catégorie	SegNorm	SegTrans	IdTokTrans	IdSegTrans	StatutErreur	StatutSegm	Genre	Nombre	Infover	baseAtt	flexGenreAtt	flexNbAtt	baseProd	flexGenreProd	flexNbProd	ErrBase	ErrFlexGenre	ErrFlexNb
2036_CP	2036		CP	68	3	mère	ADJ	mère	Mér	3	1	03-Archi	01-Normé	f	s	_	mèr	_	_	mér	_	_	1	1	0
2036_CP	2036		CP	68	31	mère	ADJ	mère	Mér	30	1	03-Archi	01-Normé	f	s	_	mèr	_	_	mér	_	_	1	1	0
1350_CP	1350		CP	45	11	petit	ADJ	petit	petite	12	1	04-ApproxGraphique	01-Normé	m	s	_	petit	_	_	petit	e	_	0	1	0
1350_CP	1350		CP	45	32	petit	ADJ	petit	petite	33	1	04-ApproxGraphique	01-Normé	m	s	_	petit	_	_	petit	e	_	0	1	0
982_CP	982		CP	53	10	petit	ADJ	petits	petit	10	1	02-Phono	01-Normé	m	p	_	petit	_	s	petit	_	_	0	0	1
2530_CP	2530		CP	50	35	autre	ADJ	autre	lotre	34	1	04-ApproxGraphique	01-Normé	_	s	_	autre	_	_	lotre	_	_	1	0	0
93_CP	93		CP	28	3	petit	ADJ	petit	petti	3	1	04-ApproxGraphique	01-Normé	m	s	_	petit	_	_	petti	_	_	1	0	0
1953_CP	1953		CP	34	4	petit	ADJ	petit	petie	4	1	04-ApproxGraphique	01-Normé	m	s	_	petit	_	_	peti	e	_	1	1	0
1953_CP	1953		CP	34	24	petit	ADJ	petit	petie	24	1	04-ApproxGraphique	01-Normé	m	s	_	petit	_	_	peti	e	_	1	1	0
3060_CP	3060		CP	49	5	petit	ADJ	petit	peti	6	1	02-Phono	01-Normé	m	s	_	petit	_	_	peti	_	_	1	0	0
3060_CP	3060		CP	49	44	petit	ADJ	petit	peuti	45	1	03-Archi	01-Normé	m	s	_	petit	_	_	peuti	_	_	1	0	0
1323_CP	1323		CP	45	14	petit	ADJ	petits	petit	15	1	02-Phono	01-Normé	m	p	_	petit	_	s	petit	_	_	0	0	1
2905_CP	2905		CP	28	25	autre	ADJ	autres	autres	25	1	01-Normé	01-Normé	_	p	_	autre	_	s	autre	_	s	0	0	0
1538_CP	1538		CP	40	15	petit	ADJ	petit	peti	15	1	02-Phono	01-Normé	m	s	_	petit	_	_	peti	_	_	1	0	0
